
lon,lat,district,topen,tclose
2.19955,41.4184399,sant martí,10,14
2.19955,41.4184399,sant martí,9,15
2.19955,41.4184399,sant martí,7,13
2.1700499,41.43945,nou barris,13,0
2.1772,41.43082,nou barris,9,0
2.17375,41.42969,nou barris,9,20
2.17312,41.4354897,nou barris,20,2
2.17519000679,41.4294713807,nou barris,12,16
2.17519000679,41.4294713807,nou barris,12,16
2.17451,41.43114,nou barris,10,20
2.1732999,41.43187,nou barris,17,0
2.1728485,41.4351527,nou barris,10,13
2.17326,41.4379,nou barris,12,0
2.17326,41.4379,nou barris,12,0
2.17508,41.43163,nou barris,8,13
2.177767,41.432425,nou barris,7,21
2.18215942383,41.4326885296,nou barris,17,22
2.18062,41.4321098,nou barris,10,22
2.17968219574,41.430101284,nou barris,13,23
2.17968219574,41.430101284,nou barris,12,23
2.18368,41.4334599,sant andreu,8,1
2.18368,41.4334599,sant andreu,8,1
2.1812299,41.43137,nou barris,13,16
2.1812299,41.43137,nou barris,13,16
2.1812299,41.43137,nou barris,13,16
2.181551,41.4343389,nou barris,8,21
2.1851,41.43316,sant andreu,10,12
2.18056,41.43034,nou barris,12,16
2.18371791577,41.4333211741,sant andreu,8,20
2.18371791577,41.4333211741,sant andreu,11,12
2.18481,41.43251,sant andreu,7,14
2.17932,41.43381,nou barris,9,14
2.18083413,41.43014221,nou barris,9,13
2.17989,41.435207,nou barris,7,22
2.1824546,41.4300906,nou barris,11,1
2.17847,41.43037,nou barris,9,14
2.18932,41.43374,sant andreu,7,21
2.1859799,41.43405,sant andreu,9,23
2.191594,41.433678,sant andreu,10,14
2.19186,41.43457,sant andreu,10,21
2.18924,41.4325485,sant andreu,8,21
2.18924,41.4325485,sant andreu,8,21
2.1873,41.43085,sant andreu,9,14
2.18449,41.43051,sant andreu,17,2
2.18449,41.43051,sant andreu,8,23
2.18448,41.4296099,sant andreu,10,19
2.18935,41.43289,sant andreu,10,23
2.18935,41.43289,sant andreu,10,23
2.1870628909,41.4300954685,sant andreu,13,15
2.14988,41.37591,eixample,19,23
2.14988,41.37591,eixample,19,0
2.14988,41.37591,eixample,10,22
2.18943,41.43376,sant andreu,12,1
2.18943,41.43376,sant andreu,12,1
2.18944,41.43065,sant andreu,10,14
2.18641347934,41.4292695553,sant andreu,6,23
2.18641347934,41.4292695553,sant andreu,6,23
2.18469717743,41.429966927,sant andreu,11,13
2.18469717743,41.429966927,sant andreu,11,13
2.186,41.43003,sant andreu,16,23
2.186,41.43003,sant andreu,8,0
2.1898399,41.43211,sant andreu,9,19
2.186403,41.434796,sant andreu,9,20
2.15537,41.39321,eixample,8,23
2.18402,41.4337311,sant andreu,8,14
2.18402,41.4337311,sant andreu,8,14
2.18639,41.43428,sant andreu,9,13
2.18438,41.43527,sant andreu,7,22
2.18908,41.43124,sant andreu,13,22
2.18908,41.43124,sant andreu,13,16
2.19349,41.43143,sant andreu,10,17
2.19349,41.43143,sant andreu,9,17
2.1917,41.43208,sant andreu,8,20
2.20125135826,41.3880036028,sant martí,10,1
2.20125135826,41.3880036028,sant martí,11,1
2.1921,41.43461,sant andreu,9,14
2.1938049,41.429388,sant andreu,9,14
2.19524651,41.43418822,sant andreu,10,1
2.19524651,41.43418822,sant andreu,10,1
2.19215,41.43448,sant andreu,16,20
2.19102257545,41.4305155533,sant andreu,9,15
2.18999223,41.43807271,sant andreu,9,19
2.1888899,41.43023,sant andreu,10,13
2.19114210531,41.4333689121,sant andreu,9,14
2.1913337117,41.4360214643,sant andreu,9,1
2.1913337117,41.4360214643,sant andreu,9,1
2.13613,41.40257,sarrià-sant gervasi,8,21
2.19406555125,41.4318347752,sant andreu,9,13
2.19406555125,41.4318347752,sant andreu,9,13
2.18899,41.43474,sant andreu,17,20
2.18804,41.43448,sant andreu,10,14
2.18804,41.43448,sant andreu,17,20
2.20254,41.43422,sant andreu,9,22
2.20254,41.43422,sant andreu,9,12
2.2005,41.43288,sant andreu,8,17
2.20535,41.43494,sant andreu,10,18
2.21632,41.43153,None,8,0
2.21546173096,41.4325598292,None,9,14
2.21945431877,41.431785298,None,11,1
2.21992492676,41.4346511797,None,9,17
2.21992492676,41.4346511797,None,9,19
2.2188949585,41.4320611125,None,9,13
2.2188949585,41.4320611125,None,9,13
2.23041,41.43429,None,9,19
2.22109436989,41.4357410683,None,10,21
2.12083664589,41.4253301764,sarrià-sant gervasi,0,0
2.129565,41.4284897,horta-guinardó,8,13
2.12909,41.42835,horta-guinardó,9,19
2.13746,41.42687,horta-guinardó,9,14
2.13278623668,41.4255785662,horta-guinardó,9,16
2.13767,41.42541,horta-guinardó,9,19
2.1355779,41.427048,horta-guinardó,9,16
2.14618574,41.4259105,horta-guinardó,10,23
2.14437,41.42808,horta-guinardó,7,22
2.14023744113,41.4247055228,horta-guinardó,10,21
2.14023744113,41.4247055228,horta-guinardó,10,21
2.14023744113,41.4247055228,horta-guinardó,10,21
2.13752,41.42474,horta-guinardó,9,18
2.1419499,41.4291382,horta-guinardó,15,20
2.1471,41.4268684,horta-guinardó,9,14
2.14345,41.4280014,horta-guinardó,8,17
2.15438,41.42895,horta-guinardó,6,22
2.15861076172,41.4283878702,horta-guinardó,9,14
2.15713018234,41.4252464941,horta-guinardó,17,21
2.15863,41.42824,horta-guinardó,8,14
2.15582,41.42915,horta-guinardó,10,14
2.15582,41.42915,horta-guinardó,10,14
2.15708,41.42527,horta-guinardó,9,13
2.15815,41.42703,horta-guinardó,9,13
2.15815,41.42703,horta-guinardó,9,13
2.15472,41.42525,horta-guinardó,9,17
2.15667,41.42602,horta-guinardó,9,14
2.15336,41.42587,horta-guinardó,9,13
2.15795114894,41.4276579443,horta-guinardó,10,13
2.15795114894,41.4276579443,horta-guinardó,10,13
2.15666884239,41.4260791144,horta-guinardó,9,14
2.15666884239,41.4260791144,horta-guinardó,9,14
2.15986,41.42843,horta-guinardó,10,14
2.1537799,41.42562,horta-guinardó,9,20
2.15627187546,41.4248161017,horta-guinardó,16,20
2.15859015,41.42826267,horta-guinardó,10,14
2.15735,41.42645,horta-guinardó,17,20
2.15735,41.42645,horta-guinardó,17,20
2.15494,41.42648,horta-guinardó,10,13
2.15361,41.4253799,horta-guinardó,9,20
2.15948599206,41.4296335985,horta-guinardó,8,20
2.16027,41.4285202,horta-guinardó,16,20
2.15872,41.42946,horta-guinardó,19,0
2.16495777223,41.4286550245,nou barris,11,13
2.16127151306,41.42968299,horta-guinardó,13,0
2.16127151306,41.42968299,horta-guinardó,13,0
2.1981599149,41.440529303,sant andreu,13,16
2.20243,41.4440384,sant andreu,8,20
2.19897917706,41.4399043541,sant andreu,12,23
2.20472,41.44324,sant andreu,8,19
2.20472,41.44324,sant andreu,8,19
2.19841362751,41.440123238,sant andreu,10,22
2.19841362751,41.440123238,sant andreu,10,22
2.2002201,41.442749,sant andreu,10,0
2.16752,41.38791,eixample,9,0
2.19816185,41.44014691,sant andreu,13,0
2.19984105372,41.4406479455,sant andreu,10,13
2.20002248317,41.4414234696,sant andreu,10,13
2.198521,41.440414,sant andreu,13,16
2.198521,41.440414,sant andreu,13,16
2.19794422388,41.4400481614,sant andreu,13,16
2.19773769379,41.4404744315,sant andreu,9,13
2.20153733434,41.4429872014,sant andreu,16,20
2.20153733434,41.4429872014,sant andreu,16,20
2.19981908798,41.4432410973,sant andreu,9,13
2.19763040543,41.4404744315,sant andreu,9,21
2.20003,41.44217,sant andreu,8,16
2.20226,41.43954,sant andreu,8,18
2.20226,41.43954,sant andreu,8,18
2.20381,41.44091,sant andreu,9,14
2.20194339752,41.4414073901,sant andreu,9,14
2.20676,41.4421,sant andreu,20,0
2.20467,41.44086,sant andreu,10,14
2.20467,41.44086,sant andreu,9,14
2.20374584198,41.4397747037,sant andreu,9,14
2.2058,41.44216,sant andreu,9,18
2.20606327057,41.4422759947,sant andreu,9,15
2.20606327057,41.4422759947,sant andreu,9,15
2.20604427,41.44110081,sant andreu,8,18
2.20572,41.44111,sant andreu,7,15
2.21259,41.4442902,None,9,14
2.21014735632,41.4443933953,None,8,14
2.21014735632,41.4443933953,None,15,20
2.21976530092,41.442475969,None,7,23
2.219537,41.444721,None,8,18
2.219784,41.444536,None,8,14
2.219593,41.443746,None,10,13
2.21678378449,41.4099021817,sant martí,10,21
2.21678378449,41.4099021817,sant martí,10,20
2.21678378449,41.4099021817,sant martí,14,23
2.2254999,41.44361,None,10,14
2.2312997,41.441285,None,9,19
2.13143020593,41.43451508,horta-guinardó,11,14
2.13213199432,41.4341875531,horta-guinardó,11,14
2.13134765625,41.4427263777,horta-guinardó,10,20
2.14363496196,41.4393791959,horta-guinardó,7,17
2.14363496196,41.4393791959,horta-guinardó,8,20
2.14145050127,41.4366766956,horta-guinardó,10,18
2.1476469,41.4358106,horta-guinardó,17,20
2.14233398438,41.4427263777,horta-guinardó,9,14
2.14459890182,41.4386918037,horta-guinardó,8,21
2.14285,41.4365499,horta-guinardó,9,18
2.14799,41.43482,horta-guinardó,9,19
2.15182387142,41.4359686112,horta-guinardó,10,20
2.15221637543,41.4354101663,horta-guinardó,10,20
2.15221637543,41.4354101663,horta-guinardó,10,20
2.14741716826,41.4363409285,horta-guinardó,17,20
2.14741716826,41.4363409285,horta-guinardó,17,20
2.14958,41.43718,horta-guinardó,11,14
2.15243048452,41.4361171403,horta-guinardó,13,18
2.15243048452,41.4361171403,horta-guinardó,13,16
2.15243048452,41.4361171403,horta-guinardó,13,16
2.15621305233,41.4396236143,horta-guinardó,8,22
2.15691,41.4377799,horta-guinardó,9,22
2.15579,41.4373099,horta-guinardó,6,23
2.15785,41.43615,horta-guinardó,10,14
2.1577001,41.4370689,horta-guinardó,9,13
2.15943,41.44102,horta-guinardó,8,17
2.15943,41.44102,horta-guinardó,8,18
2.16655,41.4403099,nou barris,9,22
2.16655,41.4403099,nou barris,10,22
2.16122,41.43595,horta-guinardó,0,0
2.15856,41.4346504,horta-guinardó,8,18
2.16645,41.43902,nou barris,9,14
2.16000495,41.43523978,horta-guinardó,10,20
2.1636604,41.4393369,nou barris,9,19
2.1636604,41.4393369,nou barris,9,19
2.16443,41.43957,nou barris,9,21
2.16559,41.43857,nou barris,9,13
2.1644,41.44197,nou barris,7,14
2.1644,41.44197,nou barris,7,14
2.167489928,41.438535433,nou barris,10,22
2.167489928,41.438535433,nou barris,10,22
2.17050790787,41.4365333375,nou barris,10,20
2.17050790787,41.4365333375,nou barris,10,20
2.16902908833,41.4364366465,nou barris,9,19
2.16953271683,41.4375657704,nou barris,10,14
2.17239,41.43738,nou barris,9,23
2.17239,41.43738,nou barris,9,0
2.1665899,41.4441,nou barris,9,17
2.17019,41.44317,nou barris,10,22
2.17144,41.43486,nou barris,9,14
2.17191451843,41.4344771215,nou barris,18,2
2.1764899,41.43741,nou barris,10,14
2.17837,41.43824,nou barris,15,21
2.17837,41.43824,nou barris,9,21
2.1752262357,41.439477116,nou barris,10,14
2.17175,41.43584,nou barris,10,14
2.1718799,41.43422,nou barris,9,13
2.18106788999,41.4351705616,nou barris,10,22
2.18106788999,41.4351705616,nou barris,10,22
2.18348380835,41.4366715283,nou barris,8,12
2.18191789854,41.4360598364,nou barris,9,21
2.18191789854,41.4360598364,nou barris,10,22
2.18184045115,41.4355194896,nou barris,12,0
2.18034,41.44459,nou barris,11,21
2.17902,41.4373999,nou barris,8,18
2.17902,41.4373999,nou barris,8,18
2.17716,41.44392,nou barris,8,22
2.18098546133,41.4351560343,nou barris,13,23
2.21883,41.45109,None,9,22
2.1933,41.388,sant martí,10,1
2.20065593333,41.3885725509,sant martí,7,0
2.20065593333,41.3885725509,sant martí,7,1
2.22117,41.45153,None,10,22
2.22117,41.45153,None,11,22
2.17711242221,41.4421509744,nou barris,9,20
2.17456,41.44218,nou barris,10,23
2.17456,41.44218,nou barris,10,23
2.17565,41.4429,nou barris,10,22
2.1795,41.4426599,nou barris,10,14
2.1795,41.4426599,nou barris,9,14
2.1822901,41.4433289,nou barris,10,13
2.17399,41.44019,nou barris,8,1
2.17399,41.44019,nou barris,8,1
2.17959,41.43915,nou barris,9,14
2.17959,41.43915,nou barris,9,21
2.17686,41.4399,nou barris,7,23
2.1817827,41.4413948,nou barris,8,0
2.1817827,41.4413948,nou barris,8,23
2.1810929575,41.4350577775,nou barris,11,23
2.17815,41.44039,nou barris,8,22
2.17544499,41.44296113,nou barris,8,18
2.18184166977,41.4398892801,nou barris,8,20
2.18509,41.43679,sant andreu,17,21
2.17103,41.44573,nou barris,9,22
2.17103,41.44573,nou barris,9,0
2.167096138,41.4443348628,nou barris,8,21
2.17708,41.44577,nou barris,10,23
2.17504733856,41.446139218,nou barris,16,22
2.17691,41.44726,nou barris,11,16
2.17691,41.44726,nou barris,11,16
2.17308,41.44607,nou barris,9,14
2.17670917511,41.4461845715,nou barris,12,0
2.17670917511,41.4461845715,nou barris,12,17
2.1718099,41.44506,nou barris,10,14
2.1718099,41.44506,nou barris,10,14
2.17671185732,41.4467837049,nou barris,10,14
2.17727,41.44517,nou barris,10,14
2.17727,41.44517,nou barris,10,14
2.17885,41.44806,nou barris,9,19
2.1804,41.44873,nou barris,16,20
2.18296,41.4456902,nou barris,8,19
2.18296,41.4456902,nou barris,8,19
2.1822499,41.44868,nou barris,9,19
2.1822499,41.44868,nou barris,9,20
2.1842699,41.4479485,nou barris,8,14
2.1842699,41.4479485,nou barris,8,14
2.18265,41.4446,nou barris,15,20
2.18296,41.44569,nou barris,9,14
2.18232,41.4451899,nou barris,10,19
2.18232,41.4451899,nou barris,10,20
2.17906951904,41.4453642724,nou barris,10,15
2.17695,41.44691,nou barris,9,13
2.17837,41.44401,nou barris,10,14
2.17837,41.44401,nou barris,10,14
2.18391,41.44553,nou barris,8,14
2.17331,41.44695,nou barris,9,19
2.179919,41.440245,nou barris,8,13
2.17044296935,41.3860281565,eixample,11,2
2.17044296935,41.3860281565,eixample,11,2
2.17896,41.44142,nou barris,10,13
2.18034,41.44061,nou barris,8,14
2.1799,41.43525,nou barris,10,22
2.17794,41.44338,nou barris,8,14
2.18325409488,41.44601289,nou barris,8,23
2.17524,41.43882,nou barris,9,0
2.18783,41.43822,sant andreu,7,19
2.19056,41.4419,sant andreu,9,13
2.18962,41.4352684,sant andreu,7,0
2.18962,41.4352684,sant andreu,8,0
2.18962,41.4352684,sant andreu,7,0
2.18962,41.4352684,sant andreu,7,0
2.19076,41.4376,sant andreu,8,17
2.19076,41.4376,sant andreu,8,17
2.1786,41.44555,nou barris,8,13
2.17749,41.44428,nou barris,8,14
2.17884534653,41.4448725745,nou barris,10,13
2.17658,41.4451899,nou barris,9,13
2.1782977,41.4445932,nou barris,9,18
2.1782977,41.4445932,nou barris,9,14
2.18712391443,41.4469300118,nou barris,6,15
2.18993029133,41.4485527487,sant andreu,6,1
2.18993029133,41.4485527487,sant andreu,6,0
2.18928,41.44499,sant andreu,10,18
2.18928,41.44499,sant andreu,9,14
2.18603,41.44579,nou barris,16,20
2.19049572945,41.4489349103,sant andreu,10,17
2.18849,41.44518,sant andreu,9,21
2.1859676,41.4440188,nou barris,8,20
2.1859676,41.4440188,nou barris,8,20
2.18433,41.44513,nou barris,8,13
2.1881137,41.4442801,sant andreu,9,18
2.20275,41.44656,sant andreu,12,16
2.20275,41.44656,sant andreu,12,16
2.2019599,41.444813355,sant andreu,9,19
2.2019599,41.444813355,sant andreu,9,19
2.2029358,41.4466857,sant andreu,8,13
2.2029358,41.4466857,sant andreu,8,13
2.20004,41.44634,sant andreu,9,19
2.20004,41.44634,sant andreu,9,19
2.2065899,41.4483604,None,10,14
2.19126,41.43841,sant andreu,8,16
2.18842083271,41.4347867973,sant andreu,8,14
2.18981,41.43586,sant andreu,10,14
2.18981,41.43586,sant andreu,7,21
2.1895699,41.43495,sant andreu,8,14
2.18701,41.43842,sant andreu,9,17
2.18701,41.43842,sant andreu,9,17
2.19227,41.43915,sant andreu,7,9
2.18823912271,41.4373768084,sant andreu,9,17
2.18823912271,41.4373768084,sant andreu,9,17
2.18823912271,41.4373768084,sant andreu,9,17
2.19097312652,41.4417035472,sant andreu,17,0
2.18981,41.43622,sant andreu,11,16
2.18623,41.43908,sant andreu,8,19
2.1866,41.43992,sant andreu,10,13
2.18719,41.4422,sant andreu,13,16
2.18977,41.43613,sant andreu,10,14
2.18977,41.43613,sant andreu,10,14
2.190589,41.4416554,sant andreu,13,0
2.18707,41.43863,sant andreu,10,20
2.188993,41.438845,sant andreu,12,16
2.2043,41.44509,sant andreu,8,17
2.21357929296,41.4495515713,None,9,15
2.188413,41.434906,sant andreu,9,14
2.18968,41.43499,sant andreu,10,14
2.192,41.43794,sant andreu,12,21
2.18914,41.4347,sant andreu,7,14
2.1913129,41.4381119,sant andreu,12,0
2.1913129,41.4381119,sant andreu,13,0
2.18706363495,41.4408794698,sant andreu,9,21
2.18706363495,41.4408794698,sant andreu,9,21
2.1871701,41.4407842,sant andreu,8,13
2.1871701,41.4407842,sant andreu,9,11
2.18703880528,41.4407277449,sant andreu,10,13
2.19073,41.44077,sant andreu,11,17
2.189633,41.437699,sant andreu,9,13
2.18151,41.44238,nou barris,9,23
2.18040746,41.43731272,nou barris,9,21
2.18695,41.4408,sant andreu,8,13
2.19283,41.43634,sant andreu,10,14
2.19588,41.43694,sant andreu,9,14
2.19186,41.4345703,sant andreu,10,21
2.19186,41.4345703,sant andreu,10,21
2.1983799,41.4388099,sant andreu,9,13
2.1890299,41.43807,sant andreu,19,23
2.19627,41.4356499,sant andreu,9,18
2.19062561073,41.4366649091,sant andreu,9,12
2.21273,41.44733,None,17,1
2.18945,41.43715,sant andreu,17,20
2.19050645828,41.4378926398,sant andreu,9,21
2.1882,41.43827,sant andreu,8,17
